Demo_Task,Fiscal_Period,Txn_ID,Entity,Posting_Date,Account_Code,P_L_Section,P_L_Line_Item,Category,Cost_Center,Cost_Center_Name,Vendor_or_Customer,Invoice_Number,PO_Number,Amount_AUD,Input_or_Calculated,Close_Readiness_Flag,Anomaly_Flag,Approval_Required,Source_File_Target
IBM BOB 1 - Group P&L,2026-06,TXN004251,NZL01,2026-06-05,6020,Cost of revenue,Direct labor,COGS,QLD,Queensland Operations,Officeworks,BOB-PL-0043,PO-PL-6919,36265.62,Input,Ready,None,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 1 - Group P&L,2026-06,TXN004252,FJI01,2026-06-17,5500,Sales and marketing,Campaign spend,Sales,FIN,Finance & Accounting,Qantas Commercial,BOB-PL-0044,PO-PL-6419,190700.1,Input,Ready,None,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 1 - Group P&L,2026-06,TXN004253,AUS01,2026-06-26,5200,Research and development,Software licenses,IT,SA,South Australia Operations,Google Ads,BOB-PL-0045,PO-PL-4272,53965.37,Input,Ready,None,Yes,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 1 - Group P&L,2026-06,TXN004254,FJI01,2026-06-24,4100,Other income / expense,Interest income,Non-Operating Revenue,VIC,Victoria Operations,Qantas Commercial,BOB-PL-0046,PO-PL-9655,169552.89,Input,Pending review,None,Yes,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 1 - Group P&L,2026-06,TXN004255,NZL01,2026-06-08,2210,Tax provision,Income tax payable,Current Liabilities,CORP,Corporate Head Office,QBE Insurance,BOB-PL-0047,PO-PL-6469,91648.28,Input,Ready,High variance,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 1 - Group P&L,2026-06,TXN004256,PNG01,2026-06-05,5920,Other income / expense,FX Loss,Finance,WA,Western Australia Operations,Snowflake,BOB-PL-0048,PO-PL-9733,113230.69,Input,Pending review,High variance,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 1 - Group P&L,2026-06,TXN004257,PNG01,2026-06-23,5520,Sales and marketing,Events,Sales,WA,Western Australia Operations,Salesforce,BOB-PL-0049,PO-PL-3085,67746.44,Input,Ready,None,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 1 - Group P&L,2026-06,TXN004258,AUS01,2026-06-25,5510,Sales and marketing,Advertising,Sales,SA,South Australia Operations,Oracle,BOB-PL-0050,PO-PL-6272,67480.97,Input,Pending review,High variance,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 1 - Group P&L,2026-06,TXN004259,NZL01,2026-06-17,5500,Sales and marketing,Campaign spend,Sales,NSW,New South Wales Operations,SAP Australia,BOB-PL-0051,PO-PL-5850,29174.13,Input,Ready,None,Yes,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 1 - Group P&L,2026-06,TXN004260,AUS01,2026-06-30,6010,Cost of revenue,Direct materials,COGS,IT,Information Technology,Melbourne Airport,BOB-PL-0052,PO-PL-5292,132808.15,Input,Ready,None,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 1 - Group P&L,2026-06,TXN004261,PNG01,2026-06-22,4100,Other income / expense,Interest income,Non-Operating Revenue,OPS,Operations & Logistics,Officeworks,BOB-PL-0053,PO-PL-7565,139807.71,Input,Pending review,None,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 1 - Group P&L,2026-06,TXN004262,NZL01,2026-06-21,5210,Research and development,Cloud services,IT,QLD,Queensland Operations,IBM Australia,BOB-PL-0054,PO-PL-4860,3469.84,Input,Ready,High variance,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 1 - Group P&L,2026-06,TXN004263,FJI01,2026-06-04,5320,General and administrative,Audit fees,External,FIN,Finance & Accounting,Melbourne Airport,BOB-PL-0055,PO-PL-3883,148979.25,Input,Pending review,None,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 1 - Group P&L,2026-06,TXN004264,PNG01,2026-06-04,2210,Tax provision,Income tax payable,Current Liabilities,VIC,Victoria Operations,AWS,BOB-PL-0056,PO-PL-3504,130874.88,Input,Ready,None,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 1 - Group P&L,2026-06,TXN004265,AUS01,2026-06-18,5200,Research and development,Software licenses,IT,HR,Human Resources,Snowflake,BOB-PL-0057,PO-PL-7028,39507.38,Input,Pending review,None,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 1 - Group P&L,2026-06,TXN004266,PNG01,2026-06-28,5520,Sales and marketing,Events,Sales,R&D,Research & Development,Salesforce,BOB-PL-0058,PO-PL-7632,11934.97,Input,Ready,None,Yes,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 1 - Group P&L,2026-06,TXN004267,NZL01,2026-06-02,5000,General and administrative,Salaries and wages,Personnel,OPS,Operations & Logistics,Officeworks,BOB-PL-0059,PO-PL-1122,130147.75,Input,Ready,High variance,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 1 - Group P&L,2026-06,TXN004268,PNG01,2026-06-08,5510,Sales and marketing,Advertising,Sales,TAS,Tasmania Operations,SAP Australia,BOB-PL-0060,PO-PL-2249,130588.58,Input,Pending review,High variance,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 1 - Group P&L,2026-06,TXN004269,PNG01,2026-06-23,6020,Cost of revenue,Direct labor,COGS,ACT,Australian Capital Territory,Snowflake,BOB-PL-0061,PO-PL-4122,23543.73,Input,Ready,None,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 1 - Group P&L,2026-06,TXN004270,PNG01,2026-06-10,6000,Cost of revenue,Cost of goods sold,COGS,NSW,New South Wales Operations,Salesforce,BOB-PL-0062,PO-PL-9178,125423.18,Input,Ready,None,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 1 - Group P&L,2026-06,TXN004271,PNG01,2026-06-15,2210,Tax provision,Income tax payable,Current Liabilities,SA,South Australia Operations,Energy Australia,BOB-PL-0063,PO-PL-3309,85683.76,Input,Ready,High variance,Yes,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 1 - Group P&L,2026-06,TXN004272,FJI01,2026-06-26,5010,General and administrative,Employee benefits,Personnel,WA,Western Australia Operations,Energy Australia,BOB-PL-0064,PO-PL-9776,103010.31,Input,Ready,None,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 1 - Group P&L,2026-06,TXN004273,AUS01,2026-06-05,5910,Other income / expense,Interest expense,Finance,FIN,Finance & Accounting,Google Ads,BOB-PL-0065,PO-PL-8137,173171.92,Input,Ready,None,Yes,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 1 - Group P&L,2026-06,TXN004274,PNG01,2026-06-11,4010,Revenue,Service revenue,Operating Revenue,OPS,Operations & Logistics,Officeworks,BOB-PL-0066,PO-PL-6915,202848.76,Input,Ready,None,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 1 - Group P&L,2026-06,TXN004275,PNG01,2026-06-12,6030,Cost of revenue,Manufacturing overhead,COGS,SA,South Australia Operations,Salesforce,BOB-PL-0067,PO-PL-6292,81716.5,Input,Ready,None,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 1 - Group P&L,2026-06,TXN004276,NZL01,2026-06-09,6000,Cost of revenue,Cost of goods sold,COGS,OPS,Operations & Logistics,IBM Australia,BOB-PL-0068,PO-PL-5563,30549.36,Input,Pending review,None,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 1 - Group P&L,2026-06,TXN004277,AUS01,2026-06-16,4020,Revenue,Subscription revenue,Operating Revenue,R&D,Research & Development,SAP Australia,BOB-PL-0069,PO-PL-9881,267436.68,Input,Ready,None,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 1 - Group P&L,2026-06,TXN004278,NZL01,2026-06-19,5510,Sales and marketing,Advertising,Sales,ACT,Australian Capital Territory,QBE Insurance,BOB-PL-0070,PO-PL-7471,122291.18,Input,Ready,None,Yes,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 1 - Group P&L,2026-06,TXN004279,NZL01,2026-06-24,2210,Tax provision,Income tax payable,Current Liabilities,QLD,Queensland Operations,Deloitte,BOB-PL-0071,PO-PL-8144,174603.55,Input,Ready,High variance,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 1 - Group P&L,2026-06,TXN004280,AUS01,2026-06-07,4010,Revenue,Service revenue,Operating Revenue,HR,Human Resources,LinkedIn,BOB-PL-0072,PO-PL-2254,344920.3,Input,Pending review,None,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 1 - Group P&L,2026-06,TXN004281,NZL01,2026-06-21,5120,Other operating expenses,Office supplies,Facilities,SA,South Australia Operations,IBM Australia,BOB-PL-0073,PO-PL-7225,92700.17,Input,Pending review,None,Yes,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 1 - Group P&L,2026-06,TXN004282,AUS01,2026-06-08,6010,Cost of revenue,Direct materials,COGS,CORP,Corporate Head Office,Snowflake,BOB-PL-0074,PO-PL-3757,81778.14,Input,Ready,None,Yes,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 1 - Group P&L,2026-06,TXN004283,FJI01,2026-06-06,5510,Sales and marketing,Advertising,Sales,VIC,Victoria Operations,Oracle,BOB-PL-0075,PO-PL-6741,123719.04,Input,Pending review,None,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 1 - Group P&L,2026-06,TXN004284,FJI01,2026-06-16,5910,Other income / expense,Interest expense,Finance,IT,Information Technology,Google Ads,BOB-PL-0076,PO-PL-1174,167025.95,Input,Ready,None,Yes,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 1 - Group P&L,2026-06,TXN004285,PNG01,2026-06-12,2210,Tax provision,Income tax payable,Current Liabilities,QLD,Queensland Operations,Deloitte,BOB-PL-0077,PO-PL-6969,114592.36,Input,Ready,None,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 1 - Group P&L,2026-06,TXN004286,FJI01,2026-06-22,5010,General and administrative,Employee benefits,Personnel,HR,Human Resources,QBE Insurance,BOB-PL-0078,PO-PL-8056,26452.97,Input,Pending review,None,Yes,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 1 - Group P&L,2026-06,TXN004287,NZL01,2026-06-11,5510,Sales and marketing,Advertising,Sales,R&D,Research & Development,Snowflake,BOB-PL-0079,PO-PL-2258,106609.53,Input,Ready,None,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 1 - Group P&L,2026-06,TXN004288,FJI01,2026-06-30,5100,Other operating expenses,Office rent,Facilities,OPS,Operations & Logistics,Deloitte,BOB-PL-0080,PO-PL-2237,73072.22,Input,Ready,None,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 1 - Group P&L,2026-06,TXN004289,FJI01,2026-06-08,2210,Tax provision,Income tax payable,Current Liabilities,HR,Human Resources,Salesforce,BOB-PL-0081,PO-PL-9532,150372.57,Input,Ready,None,Yes,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 1 - Group P&L,2026-06,TXN004290,AUS01,2026-06-27,4000,Revenue,Product sales,Operating Revenue,WA,Western Australia Operations,LinkedIn,BOB-PL-0082,PO-PL-3218,497554.53,Input,Pending review,None,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 1 - Group P&L,2026-06,TXN004291,NZL01,2026-06-24,2210,Tax provision,Income tax payable,Current Liabilities,CORP,Corporate Head Office,QBE Insurance,BOB-PL-0083,PO-PL-1420,137907.28,Input,Ready,None,Yes,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 1 - Group P&L,2026-06,TXN004292,FJI01,2026-06-26,5920,Other income / expense,FX Loss,Finance,IT,Information Technology,Google Ads,BOB-PL-0084,PO-PL-5534,130157.61,Input,Ready,None,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 1 - Group P&L,2026-06,TXN004293,NZL01,2026-06-01,2210,Tax provision,Income tax payable,Current Liabilities,TAS,Tasmania Operations,Salesforce,BOB-PL-0085,PO-PL-7087,82144.34,Input,Ready,None,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 1 - Group P&L,2026-06,TXN004294,NZL01,2026-06-06,5500,Sales and marketing,Campaign spend,Sales,MKT,Marketing & Sales,QBE Insurance,BOB-PL-0086,PO-PL-6448,123824.45,Input,Ready,High variance,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 1 - Group P&L,2026-06,TXN004295,NZL01,2026-06-30,5520,Sales and marketing,Events,Sales,NSW,New South Wales Operations,Google Ads,BOB-PL-0087,PO-PL-2465,21893.12,Input,Ready,None,Yes,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 1 - Group P&L,2026-06,TXN004296,AUS01,2026-06-09,5700,Research and development,Training,Development,SA,South Australia Operations,Qantas Commercial,BOB-PL-0088,PO-PL-1841,158589.49,Input,Pending review,High variance,No,Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
